title_i,title_j,cosine_similarity
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,"Towards Reliable Misinformation Mitigation: Generalization, Uncertainty, and GPT-4",0.293265
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Incremental local community identification in dynamic social networks,0.551483
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Community evolution prediction in dynamic social networks,0.513206
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Active Search of Connections for Case Building and Combating Human Trafficking,0.387293
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Relative Validity Criteria for Community Mining Algorithms,0.574933
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Incorporating dynamic flight network in SEIR to model mobility between populations,0.148948
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Machine learning analysis of exome trios to contrast the genomic architecture of autism and schizophrenia,-0.004787
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Laplacian Change Point Detection for Single and Multi-view Dynamic Graphs,0.327045
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Exhaustive Evaluation of Dynamic Link Prediction,0.361726
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,"Game On, Hate Off: A Study of Toxicity in Online Multiplayer Environments",0.372637
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,A Guide to Misinformation Detection Data and Evaluation,0.231063
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Meerkat: Community Mining with Dynamic Social Networks,0.644272
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,INFOSHIELD: Generalizable Information-Theoretic Human-Trafficking Detection,0.289905
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Towards Detecting Contextual Real-Time Toxicity for In-Game Chat,0.32329
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,TrafficVis: Visualizing Organized Activity and Spatio-Temporal Patterns for Detecting and Labeling Human Trafficking,0.429804
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Extracting Person Names from User Generated Text: Named-Entity Recognition for Combating Human Trafficking,0.168631
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,A General Clustering Agreement Index: For Comparing Disjoint and Overlapping Clusters,0.446911
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Towards Foundational Models for Molecular Learning on Large-Scale Multi-Task Datasets,0.200607
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Social Media as a Vector for Escort Ads:A Study on OnlyFans advertisements on Twitter,0.367282
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,T-NET: Weakly Supervised Graph Learning for Combatting Human Trafficking,0.280916
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,SSRM: structural social role mining for dynamic social networks,0.630217
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Online Partisan Polarization of COVID-19,0.383708
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Enhancing Privacy in the Early Detection of Sexual Predators Through Federated Learning and Differential Privacy,0.294729
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,The Surprising Performance of Simple Baselines for Misinformation Detection,0.170385
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,DeltaShield: Information Theory for Human- Trafficking Detection,0.25951
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Active Keyword Selection to Track Evolving Topics on Twitter,0.427205
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Temporal Graph Analysis with TGX,0.504243
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Static graph approximations of dynamic contact networks for epidemic forecasting,0.30268
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Hallucination Detox: Sensitivity Dropout (SenD) for Large Language Model Training,0.268943
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Party Prediction for Twitter,0.36111
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,A Strong Node Classification Baseline for Temporal Graphs,0.39306
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,VisPaD: Visualization and Pattern Discovery for Fighting Human Trafficking,0.408866
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Towards Better Evaluation for Dynamic Link Prediction,0.365002
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Temporal Graph Benchmark for Machine Learning on Temporal Graphs,0.326324
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,"Open, Closed, or Small Language Models for Text Classification?",0.190824
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Augmentative Message Passing for Traveling Salesman Problem and Graph Partitioning,0.317722
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Modular Networks for Validating Community Detection Algorithms,0.479237
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Towards Foundational Models for Molecular Learning on Large Scale Multi-Task Datasets,0.160244
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Graph Attention Networks with Positional Embeddings,0.259221
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,ToxBuster: In-game Chat Toxicity Buster with BERT,0.340401
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Comparing GPT-4 and Open-Source Language Models in Misinformation Mitigation,0.116485
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Web Retrieval Agents for Evidence-Based Misinformation Detection,0.20738
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Anomaly Detection with Joint Representation Learning of Content and Connection,0.44217
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Contact Graph Epidemic Modelling of COVID-19 for Transmission and Intervention Strategies,0.248573
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,The Surprising Performance of Simple Baselines for Misinformation\n Detection,0.25657
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Combining Confidence Elicitation and Sample-based Methods for Uncertainty Quantification in Misinformation Mitigation,0.147131
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Regional and Temporal Patterns of Partisan Polarization during the COVID-19 Pandemic in the United States and Canada,0.322625
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Epistemic Integrity in Large Language Models,0.156652
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Mining Large Scale Data from National Educational Achievement Tests A Case Study,0.48776
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,SCG: Spotting Coordinated Groups in Social Media,0.424897
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,ComplexDataLab at W-NUT 2020 Task 2: Detecting Informative COVID-19 Tweets by Attending over Linked Documents,0.473393
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Curating the Twitter Election Integrity Datasets for Better Online Troll Characterization,0.346348
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Graph Neural Networks Learn Twitter Bot Behaviour,0.402755
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Revisiting Hotels-50K and Hotel-ID,0.088927
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,DisKeyword: Tweet Corpora Exploration for Keyword Selection,0.387964
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Fast and Attributed Change Detection on Dynamic Graphs with Density of States,0.417775
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Towards Foundational Models for Molecular Learning on Large-Scale Multi-Task Datasets (Ultra Large Dataset),0.228816
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,SWEET - Weakly Supervised Person Name Extraction for Fighting Human Trafficking,0.126535
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Uncertainty Resolution in Misinformation Detection,0.2182
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,GPS-SSL: Guided Positive Sampling to Inject Prior Into Self-Supervised Learning,0.180586
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,"Dataset for ""Towards Better Evaluation for Dynamic Link Prediction""",0.310182
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,TGB 2.0: A Benchmark for Learning on Temporal Knowledge Graphs and Heterogeneous Graphs,0.300925
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,MiNT: Multi-Network Training for Transfer Learning on Temporal Graphs,0.284176
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Emerging Vulnerabilities in Frontier Models: Multi-Turn Jailbreak Attacks,0.077842
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,UTG: Towards a Unified View of Snapshot and Event Based Models for Temporal Graphs,0.326154
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,A Simulation System Towards Solving Societal-Scale Manipulation,0.298859
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Higher-Order Transformers With Kronecker-Structured Attention,0.165053
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Higher Order Transformers: Enhancing Stock Movement Prediction On Multimodal Time-Series Data,0.187033
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Online Influence Campaigns: Strategies and Vulnerabilities,0.280001
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,A Systematic Literature Review of Large Language Model Applications in the Algebra Domain,0.25487
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Unified Game Moderation: Soft-Prompting and LLM-Assisted Label Transfer for Resource-Efficient Toxicity Detection,0.306687
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Responsible AI Day,0.225495
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Temporal Graph Learning Workshop,0.388469
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,The Structural Safety Generalization Problem,0.223848
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,SandboxSocial: A Sandbox for Social Media Using Multimodal AI Agents,0.381722
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Veracity: An Open-Source AI Fact-Checking System,0.279863
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,CrediBench: Building Web-Scale Network Datasets for Information Integrity,0.346297
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,OpenFake: An Open Dataset and Platform Toward Real-World Deepfake Detection,0.097972
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Reframing AI-for-Good: Radical Questioning in AI for Human Trafficking Interventions,0.136986
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,RL Fine-Tuning Heals OOD Forgetting in SFT,0.05253
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Grounding Computer Use Agents on Human Demonstrations,0.112962
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,$\texttt{BluePrint}$: A Social Media User Dataset for LLM Persona Evaluation and Training,0.350631
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,TGM: a Modular and Efficient Library for Machine Learning on Temporal Graphs,0.299041
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Ask before you Build: Rethinking AI-for-Good in Human Trafficking Interventions,0.145923
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,Are Large Language Models Good Temporal Graph Learners?,0.338835
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,From Intuition to Understanding: Using AI Peers to Overcome Physics Misconceptions,0.357766
Analyzing Participation of Students in Online Courses Using Social Network Analysis Techniques.,"Deepfakes in the 2025 Canadian Election: Prevalence, Partisanship, and Platform Dynamics",0.271149
"Towards Reliable Misinformation Mitigation: Generalization, Uncertainty, and GPT-4",Incremental local community identification in dynamic social networks,0.230651
"Towards Reliable Misinformation Mitigation: Generalization, Uncertainty, and GPT-4",Community evolution prediction in dynamic social networks,0.266881
"Towards Reliable Misinformation Mitigation: Generalization, Uncertainty, and GPT-4",Active Search of Connections for Case Building and Combating Human Trafficking,0.308497
"Towards Reliable Misinformation Mitigation: Generalization, Uncertainty, and GPT-4",Relative Validity Criteria for Community Mining Algorithms,0.251727
"Towards Reliable Misinformation Mitigation: Generalization, Uncertainty, and GPT-4",Incorporating dynamic flight network in SEIR to model mobility between populations,0.174765
"Towards Reliable Misinformation Mitigation: Generalization, Uncertainty, and GPT-4",Machine learning analysis of exome trios to contrast the genomic architecture of autism and schizophrenia,-0.008245
"Towards Reliable Misinformation Mitigation: Generalization, Uncertainty, and GPT-4",Laplacian Change Point Detection for Single and Multi-view Dynamic Graphs,0.268562
"Towards Reliable Misinformation Mitigation: Generalization, Uncertainty, and GPT-4",Exhaustive Evaluation of Dynamic Link Prediction,0.279989
"Towards Reliable Misinformation Mitigation: Generalization, Uncertainty, and GPT-4","Game On, Hate Off: A Study of Toxicity in Online Multiplayer Environments",0.429166
"Towards Reliable Misinformation Mitigation: Generalization, Uncertainty, and GPT-4",A Guide to Misinformation Detection Data and Evaluation,0.379609
"Towards Reliable Misinformation Mitigation: Generalization, Uncertainty, and GPT-4",Meerkat: Community Mining with Dynamic Social Networks,0.232019
"Towards Reliable Misinformation Mitigation: Generalization, Uncertainty, and GPT-4",INFOSHIELD: Generalizable Information-Theoretic Human-Trafficking Detection,0.357902
"Towards Reliable Misinformation Mitigation: Generalization, Uncertainty, and GPT-4",Towards Detecting Contextual Real-Time Toxicity for In-Game Chat,0.29336
"Towards Reliable Misinformation Mitigation: Generalization, Uncertainty, and GPT-4",TrafficVis: Visualizing Organized Activity and Spatio-Temporal Patterns for Detecting and Labeling Human Trafficking,0.340167
"Towards Reliable Misinformation Mitigation: Generalization, Uncertainty, and GPT-4",Extracting Person Names from User Generated Text: Named-Entity Recognition for Combating Human Trafficking,0.456136
"Towards Reliable Misinformation Mitigation: Generalization, Uncertainty, and GPT-4",A General Clustering Agreement Index: For Comparing Disjoint and Overlapping Clusters,0.276477
"Towards Reliable Misinformation Mitigation: Generalization, Uncertainty, and GPT-4",Towards Foundational Models for Molecular Learning on Large-Scale Multi-Task Datasets,0.2911
"Towards Reliable Misinformation Mitigation: Generalization, Uncertainty, and GPT-4",Social Media as a Vector for Escort Ads:A Study on OnlyFans advertisements on Twitter,0.269361
"Towards Reliable Misinformation Mitigation: Generalization, Uncertainty, and GPT-4",T-NET: Weakly Supervised Graph Learning for Combatting Human Trafficking,0.305984
"Towards Reliable Misinformation Mitigation: Generalization, Uncertainty, and GPT-4",SSRM: structural social role mining for dynamic social networks,0.21617
"Towards Reliable Misinformation Mitigation: Generalization, Uncertainty, and GPT-4",Online Partisan Polarization of COVID-19,0.325244
"Towards Reliable Misinformation Mitigation: Generalization, Uncertainty, and GPT-4",Enhancing Privacy in the Early Detection of Sexual Predators Through Federated Learning and Differential Privacy,0.284289
"Towards Reliable Misinformation Mitigation: Generalization, Uncertainty, and GPT-4",The Surprising Performance of Simple Baselines for Misinformation Detection,0.350889
"Towards Reliable Misinformation Mitigation: Generalization, Uncertainty, and GPT-4",DeltaShield: Information Theory for Human- Trafficking Detection,0.331449
"Towards Reliable Misinformation Mitigation: Generalization, Uncertainty, and GPT-4",Active Keyword Selection to Track Evolving Topics on Twitter,0.391944
"Towards Reliable Misinformation Mitigation: Generalization, Uncertainty, and GPT-4",Temporal Graph Analysis with TGX,0.259677
"Towards Reliable Misinformation Mitigation: Generalization, Uncertainty, and GPT-4",Static graph approximations of dynamic contact networks for epidemic forecasting,0.218275
"Towards Reliable Misinformation Mitigation: Generalization, Uncertainty, and GPT-4",Hallucination Detox: Sensitivity Dropout (SenD) for Large Language Model Training,0.747475
"Towards Reliable Misinformation Mitigation: Generalization, Uncertainty, and GPT-4",Party Prediction for Twitter,0.340836
"Towards Reliable Misinformation Mitigation: Generalization, Uncertainty, and GPT-4",A Strong Node Classification Baseline for Temporal Graphs,0.322017
"Towards Reliable Misinformation Mitigation: Generalization, Uncertainty, and GPT-4",VisPaD: Visualization and Pattern Discovery for Fighting Human Trafficking,0.287873
"Towards Reliable Misinformation Mitigation: Generalization, Uncertainty, and GPT-4",Towards Better Evaluation for Dynamic Link Prediction,0.303506
"Towards Reliable Misinformation Mitigation: Generalization, Uncertainty, and GPT-4",Temporal Graph Benchmark for Machine Learning on Temporal Graphs,0.325167
"Towards Reliable Misinformation Mitigation: Generalization, Uncertainty, and GPT-4","Open, Closed, or Small Language Models for Text Classification?",0.473833
"Towards Reliable Misinformation Mitigation: Generalization, Uncertainty, and GPT-4",Augmentative Message Passing for Traveling Salesman Problem and Graph Partitioning,0.184187
